timestamp|log_type|operation|result|user_upn|app_display|app_id|client_app|ip_address|object_url|item|details|record_id
2026-06-01T09:00:00+08:00|UnifiedAudit|MailItemsAccessed|Success|priya.raman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.150|https://outlook.office.com/EWS/OData|mailbox=priya.raman@bloomline-tech.com|clientRequestId=T-0-0|G-0000001
2026-06-01T09:10:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|priya.raman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.150|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-0-0|G-0000002
2026-06-01T09:19:00+08:00|UnifiedAudit|FileDownloaded|Success|priya.raman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.150|https://blmtech.sharepoint.com/sites/team/sample-0.docx|-|clientRequestId=T4-0-0|G-0000003
2026-06-01T09:25:00+08:00|UnifiedAudit|Send|Success|priya.raman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.150|https://outlook.office.com/EWS/OData/messages|message=Meeting notes for day 0;to=nadia.rahman@bloomline-tech.com|clientRequestId=T5-0-0|G-0000004
2026-06-01T09:44:00+08:00|UnifiedAudit|MailItemsAccessed|Success|jason.lee@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.152|https://outlook.office.com/EWS/OData|mailbox=jason.lee@bloomline-tech.com|clientRequestId=T-0-8|G-0000005
2026-06-01T09:54:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|jason.lee@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.152|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-0-8|G-0000006
2026-06-01T10:00:00+08:00|UnifiedAudit|FileViewed|Success|priya.raman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.150|https://blmtech.sharepoint.com/sites/team/sample-0.docx|-|clientRequestId=T2-0-0|G-0000007
2026-06-01T10:44:00+08:00|UnifiedAudit|FileViewed|Success|jason.lee@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.152|https://blmtech.sharepoint.com/sites/team/sample-0.docx|-|clientRequestId=T2-0-8|G-0000008
2026-06-01T11:00:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|priya.raman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.150|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-0-0|G-0000009
2026-06-01T11:44:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|jason.lee@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.152|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-0-8|G-0000010
2026-06-01T12:09:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|priya.raman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.150|https://teams.microsoft.com/audioconferencing|audio-conference-priya.raman@bloomline-tech.com|clientRequestId=AUD-0-0|G-0000011
2026-06-01T12:53:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|jason.lee@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.152|https://teams.microsoft.com/audioconferencing|audio-conference-jason.lee@bloomline-tech.com|clientRequestId=AUD-0-8|G-0000012
2026-06-01T13:02:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|mei.ling@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-0-4|G-0000013
2026-06-01T13:52:00+08:00|UnifiedAudit|MailItemsAccessed|Success|mei.ling@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://outlook.office.com/EWS/OData|mailbox=mei.ling@bloomline-tech.com|clientRequestId=T-0-4|G-0000014
2026-06-01T14:03:00+08:00|UnifiedAudit|StreamVideoViewingSession|Success|priya.raman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.150|https://teams.microsoft.com/meet|meeting-priya.raman@bloomline-tech.com|clientRequestId=VID-0-0|G-0000015
2026-06-01T14:47:00+08:00|UnifiedAudit|StreamVideoViewingSession|Success|jason.lee@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.152|https://teams.microsoft.com/meet|meeting-jason.lee@bloomline-tech.com|clientRequestId=VID-0-8|G-0000016
2026-06-01T14:52:00+08:00|UnifiedAudit|FileViewed|Success|mei.ling@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.151|https://blmtech.sharepoint.com/sites/team/sample-0.docx|-|clientRequestId=T2-0-4|G-0000017
2026-06-01T15:52:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|mei.ling@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-0-4|G-0000018
2026-06-01T16:01:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|mei.ling@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://teams.microsoft.com/audioconferencing|audio-conference-mei.ling@bloomline-tech.com|clientRequestId=AUD-0-4|G-0000019
2026-06-01T18:55:00+08:00|UnifiedAudit|StreamVideoViewingSession|Success|mei.ling@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://teams.microsoft.com/meet|meeting-mei.ling@bloomline-tech.com|clientRequestId=VID-0-4|G-0000020
2026-06-02T11:08:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|michelle.koh@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.152|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-1-9|G-0000021
2026-06-02T11:14:00+08:00|UnifiedAudit|MailItemsAccessed|Success|nadia.rahman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://outlook.office.com/EWS/OData|mailbox=nadia.rahman@bloomline-tech.com|clientRequestId=T-1-1|G-0000022
2026-06-02T11:24:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|nadia.rahman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-1-1|G-0000023
2026-06-02T11:58:00+08:00|UnifiedAudit|MailItemsAccessed|Success|michelle.koh@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.152|https://outlook.office.com/EWS/OData|mailbox=michelle.koh@bloomline-tech.com|clientRequestId=T-1-9|G-0000024
2026-06-02T12:14:00+08:00|UnifiedAudit|FileViewed|Success|nadia.rahman@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.151|https://blmtech.sharepoint.com/sites/team/sample-1.docx|-|clientRequestId=T2-1-1|G-0000025
2026-06-02T12:58:00+08:00|UnifiedAudit|FileViewed|Success|michelle.koh@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.152|https://blmtech.sharepoint.com/sites/team/sample-1.docx|-|clientRequestId=T2-1-9|G-0000026
2026-06-02T13:14:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|nadia.rahman@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-1-1|G-0000027
2026-06-02T13:58:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|michelle.koh@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.152|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-1-9|G-0000028
2026-06-02T14:07:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|michelle.koh@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.152|https://teams.microsoft.com/audioconferencing|audio-conference-michelle.koh@bloomline-tech.com|clientRequestId=AUD-1-9|G-0000029
2026-06-02T14:23:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|nadia.rahman@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://teams.microsoft.com/audioconferencing|audio-conference-nadia.rahman@bloomline-tech.com|clientRequestId=AUD-1-1|G-0000030
2026-06-02T15:06:00+08:00|UnifiedAudit|MailItemsAccessed|Success|rahim.bakar@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.150|https://outlook.office.com/EWS/OData|mailbox=rahim.bakar@bloomline-tech.com|clientRequestId=T-1-5|G-0000031
2026-06-02T15:16:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|rahim.bakar@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.150|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-1-5|G-0000032
2026-06-02T16:06:00+08:00|UnifiedAudit|FileViewed|Success|rahim.bakar@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.150|https://blmtech.sharepoint.com/sites/team/sample-1.docx|-|clientRequestId=T2-1-5|G-0000033
2026-06-02T17:06:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|rahim.bakar@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.150|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-1-5|G-0000034
2026-06-02T18:15:00+08:00|UnifiedAudit|AudioPlaybackSessionUpdated|Success|rahim.bakar@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.150|https://teams.microsoft.com/audioconferencing|audio-conference-rahim.bakar@bloomline-tech.com|clientRequestId=AUD-1-5|G-0000035
2026-06-03T09:20:00+08:00|UnifiedAudit|MailItemsAccessed|Success|sarah.tan@bloomline-tech.com|Microsoft Teams|1fec8e78-bce4-4aaf-ab1b-d5cfb7c598cd|desktop|192.0.2.151|https://outlook.office.com/EWS/OData|mailbox=sarah.tan@bloomline-tech.com|clientRequestId=T-2-6|G-0000036
2026-06-03T09:30:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|sarah.tan@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=T3-2-6|G-0000037
2026-06-03T10:20:00+08:00|UnifiedAudit|FileViewed|Success|sarah.tan@bloomline-tech.com|Microsoft OneDrive|ab9b8c07-8f02-4f72-87fa-80105867a763|desktop|192.0.2.151|https://blmtech.sharepoint.com/sites/team/sample-2.docx|-|clientRequestId=T2-2-6|G-0000038
2026-06-03T11:20:00+08:00|UnifiedAudit|CalendarViewAccessed|Success|sarah.tan@bloomline-tech.com|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|c44b4083-3bb0-49c1-b47d-974e53cbdf3c|browser|192.0.2.151|https://outlook.office.com/calendar|userCalendars|clientRequestId=CAL-2-6|G-0000039
